m1_source,m2_source,chi1,chi2,dL,Lambda1,Lambda2
1.374828949131072120e+00,1.351977175899400807e+00,2.116918940624420292e-02,1.066126402060049196e-02,4.032530548425022232e+01,2.563055276712403270e+02,1.548989057295151042e+03
1.526395762074163720e+00,1.218774652232305300e+00,5.044402036553199617e-03,1.608465432824647545e-02,4.396146741946016334e+01,1.989774317731117605e+02,2.247169904078149898e+02
1.471285248454948125e+00,1.263118031989635792e+00,2.319747643897440356e-02,1.513682019715612177e-02,4.313117475876704532e+01,2.316213649510104347e+02,5.027001781375365113e+02
1.374616678366218370e+00,1.351362348789992174e+00,4.775705096725711696e-02,2.655819775340952094e-02,4.157966152272765470e+01,1.142141619236120505e+03,2.739219470562305787e+02
1.440200548169931816e+00,1.296734866275681686e+00,2.987370613057433941e-02,1.893603005608386972e-02,3.035218640005418322e+01,1.567828535438263771e+02,5.152534032399731245e+01
1.462131722299034431e+00,1.273763073657631528e+00,4.039072822892235404e-02,3.002997552593229119e-02,3.728662583678748632e+01,1.656034419131299558e+02,2.596660014819735807e+02
1.514315833941938250e+00,1.232933069504743795e+00,3.525699355981935096e-02,2.697325219897031209e-02,3.471951379367836665e+01,7.067766533912499654e+02,1.589923629207435170e+02
1.375375515704785334e+00,1.350016861888556408e+00,1.639391621510274261e-03,2.620518195761414523e-03,4.246212302352477508e+01,5.908689445089664787e+02,5.690335812468426866e+02
1.532107023936893686e+00,1.220448489435323802e+00,2.404509429413603794e-02,7.653656961975847071e-03,3.244877942440469809e+01,4.426170477741732157e+01,1.211225423299498090e+02
1.592724859684737426e+00,1.175949703795721613e+00,2.734501327915417335e-02,2.536073886998181995e-02,3.320681712215125003e+01,1.615575041282051529e+02,1.967281490173520808e+02
1.505256163827521920e+00,1.237414457854842720e+00,1.317761498098597196e-02,4.054211147592649833e-02,3.977833270330559401e+01,1.459378640924716137e+02,6.969259430748502382e+02
1.428632866197656615e+00,1.303519530254575010e+00,2.117760084559297193e-02,3.892005200801342685e-02,3.681820038905006953e+01,2.857939462148552252e+02,3.446997400924007593e+02
1.426419561710426942e+00,1.300560208971133225e+00,2.823522699073431706e-03,7.027507444013254660e-03,4.524245518091705520e+01,3.058283045493901682e+02,2.724748606684319157e+02
1.543003062932659208e+00,1.207700621174762734e+00,2.393530947853783272e-02,4.267240512411028808e-02,4.085014562977195141e+01,1.409266379569400272e+02,2.075539733513637373e+02
1.431506981172267823e+00,1.298127305575166091e+00,3.651685280072305972e-02,1.291995452737708426e-03,4.174211587908232701e+01,6.935580644732493738e+02,4.649284420738061954e+02
1.574240704468747865e+00,1.187988470332362434e+00,4.068091672231524680e-02,1.265345409042562506e-02,3.563965431177120990e+01,1.916478203628357448e+02,1.152275860610567634e+03
1.622902113525980905e+00,1.148410768387526426e+00,2.543710251336468373e-02,3.526460032282316415e-02,4.741654035678848089e+01,4.473057259515092028e+02,4.814231198487705683e+02
1.386473894905621229e+00,1.346564545395116275e+00,3.819741159635197530e-02,1.608387569141271622e-02,3.009872329799724255e+01,3.356567840920730532e+02,6.739462725711123312e+02
1.380075417967194351e+00,1.356969974386050826e+00,6.819380706105422282e-03,5.581332234838232674e-03,2.355778995824480049e+01,7.296481101389966852e+02,4.988814437852731771e+02
1.434982800564980954e+00,1.301643610746265445e+00,1.338387630936796469e-02,3.478670093748293529e-02,3.007247631584312231e+01,9.115684887067484397e+02,9.177910771681594326e+01
1.575781697355775668e+00,1.188033436454464464e+00,1.708423324967313188e-03,4.149722792909275176e-02,3.312071353699175802e+01,5.592196974182822942e+02,6.492782523150719953e+02
1.529303531666771798e+00,1.219333087008501515e+00,9.878147829934406238e-03,3.212553163586351346e-02,3.821693115369618710e+01,2.998614560208415583e+02,6.940330070276819185e+01
1.452850456510810462e+00,1.280739574033524786e+00,2.298962482359366913e-02,2.114740005568134171e-02,3.931052162619428003e+01,1.156384100077306272e+02,9.954758502012933832e+02
1.625981064779818741e+00,1.146741622754947398e+00,3.625922022081173174e-02,7.354415254080367420e-03,4.639387743167085176e+01,3.899881231743189858e+01,1.109380910178247632e+03
1.593626788429225671e+00,1.170441155629284635e+00,4.037863686758914189e-02,3.138374851336004495e-02,4.316327694803749182e+01,3.849973240840852213e+02,1.359905026703491558e+03
1.411599149021467658e+00,1.315506231636324186e+00,3.093374767338450196e-02,2.231414435993185619e-02,4.283678748470957487e+01,6.758955414807943498e+02,6.256904754028689695e+02
1.458526989582545452e+00,1.275977606332438175e+00,4.308023426610491785e-02,1.366552192181436781e-02,3.961374383860677284e+01,1.289316431020121172e+02,3.773435210054168238e+03
1.372574093878728529e+00,1.354449832267340170e+00,4.271309836428926338e-02,2.598541379090515621e-02,3.946145847234279813e+01,1.547458700989520821e+02,3.747232862466617007e+02
1.387740511985309455e+00,1.343655293641186299e+00,4.311930855449939287e-02,1.386727371168532813e-02,3.291838209575297469e+01,3.294658380897861321e+02,2.045269445944736617e+02
1.473663598558782484e+00,1.266449867686417763e+00,2.886882695854567360e-02,3.460543304472513126e-02,3.361703816437617576e+01,6.758793731812210126e+01,5.316553217242684468e+02
1.367548692174861413e+00,1.363454442844190595e+00,3.200116326251580684e-02,3.836262943713653235e-03,3.299837429371250153e+01,1.984325267898242657e+02,5.888303838330745066e+02
1.480310125840955005e+00,1.254862132567731603e+00,1.428010975629568410e-03,1.806102259332716727e-03,4.424490257772193047e+01,3.701322309086743303e+02,2.393667676581453350e+02
1.400521757571016268e+00,1.324506137750358192e+00,1.768569031591547130e-02,4.035680253370006222e-03,4.494471244875240501e+01,7.219657062983241076e+02,7.759936144223071324e+02
1.384981725270337360e+00,1.347751657139223402e+00,1.509224692454698251e-02,9.217944728782940730e-03,3.102136252376024927e+01,1.517719728767759307e+03,3.148729353571417278e+01
1.710797549874927048e+00,1.105462268456093300e+00,3.895994788932659325e-02,3.226190255110704397e-02,2.264848698729803189e+01,1.028806873729532612e+02,2.887227806608412379e+02
1.555034261572088239e+00,1.207314070105641290e+00,2.615051729713122747e-02,4.236434437848954349e-02,2.448855227424903447e+01,1.524584406634954235e+02,3.622831574791269418e+02
1.432096484938387482e+00,1.300706456338420303e+00,2.548735672108943043e-03,2.087985336105244866e-02,3.635742570550419117e+01,3.120164629443133322e+02,1.279210262868220553e+02
1.509473862554508772e+00,1.231062023259993365e+00,2.119211153069775616e-02,1.471315087808617271e-02,4.525108360186932543e+01,2.549580163925208467e+02,3.414074630376840673e+02
1.476150653787427602e+00,1.263387640205647200e+00,1.732251596874645472e-02,4.416616544281951745e-02,3.538374502451009818e+01,2.219181423461022291e+02,1.266988091481274978e+03
1.485468734984058736e+00,1.256360995146238224e+00,1.941413347426469357e-02,1.339942149988508592e-03,3.436090909730996401e+01,3.566651917130420770e+02,1.164229855779399259e+03
1.581604364906372018e+00,1.182040981147414183e+00,2.036545655438991298e-02,2.788359406166381060e-02,3.687166251399933259e+01,3.556681338084779327e+02,1.355991438872792287e+03
1.722611984686932107e+00,1.089357544649359744e+00,4.727355081101472511e-02,8.725107962898282984e-03,4.236708129289709035e+01,2.705654447967134502e+02,5.923034545985417765e+01
1.513858177889955581e+00,1.231008367603325215e+00,1.694488659334867503e-02,9.343809567296940122e-03,3.886883332128242330e+01,4.077426468538382096e+02,1.840851930980919064e+02
1.365484309024141973e+00,1.360330477364466439e+00,1.875406513272220160e-02,3.719103336677649640e-02,4.150796799636869139e+01,1.494354052330377499e+03,4.221285201744523761e+02
1.409895718586851920e+00,1.316766131969676845e+00,4.105590586460341335e-03,3.647192182666308957e-02,4.305437042817713689e+01,2.517086485092214900e+02,2.462630809153408507e+02
1.481005469456191603e+00,1.254660704257095194e+00,1.126428858956103618e-02,3.522254591863453743e-02,4.401034471372975787e+01,2.220609823105791634e+02,2.140403132837090538e+02
1.384960931184787691e+00,1.342645097251814690e+00,1.107296509762165614e-02,3.705973220598744039e-02,3.911664520624239572e+01,8.795688642596992395e+02,2.483317297836616433e+02
1.383694567931574859e+00,1.340621910017482543e+00,1.695115475176770664e-02,3.598113808203191877e-03,4.447411475306748940e+01,1.500825766989204055e+02,7.242732842993515874e+01
1.494896899522415001e+00,1.245550335115103380e+00,2.851344004418052136e-02,3.068165324188245127e-02,4.017005193661101003e+01,1.099877267551109298e+03,4.122044471433130752e+02
1.636752874628320642e+00,1.141640804630649209e+00,7.580162546175488181e-03,3.066075779497955123e-02,4.245002032965876282e+01,1.234311289979016806e+02,1.299765219856652436e+02
1.461491085497100606e+00,1.278079476713934515e+00,4.085736836594877630e-02,4.936653916083832971e-02,3.115057640545663276e+01,1.588441024937903876e+02,1.460636098365108182e+03
1.390079925169907193e+00,1.350098657804537750e+00,1.362237539380963588e-03,4.871503007377312594e-02,1.815705359337705360e+01,2.885344097938594814e+02,5.705805344611813723e+01
1.493194785606518860e+00,1.243665852757930512e+00,2.551309674158013657e-02,5.562730697994812228e-03,4.576432351673224019e+01,4.654675307776761315e+02,7.190925420044840166e+02
1.522750114659710663e+00,1.226487154070070140e+00,2.388630796260794720e-02,1.252830648160178223e-03,3.414950131311746162e+01,2.701905318444208319e+02,2.947242938421551628e+01
1.554210324937493670e+00,1.199590001405558493e+00,3.614441573627885651e-02,2.176164371513972587e-02,4.051004190880714617e+01,7.374200551166907758e+01,3.150960210072913128e+02
1.605223163630647099e+00,1.165444469588220011e+00,1.098414413906511830e-02,4.181702003602696949e-02,3.741622301033797271e+01,1.540959001252280132e+02,1.830943670482693733e+03
1.663607817761271201e+00,1.125124899285325331e+00,3.005712634120131371e-02,3.803147696189228960e-02,4.174386203472289480e+01,3.002612130394390633e+01,9.539047883820512652e+02
1.571202701406374747e+00,1.196827181410323071e+00,1.411513934850051194e-02,1.659357628101459925e-02,2.204261296724872565e+01,8.060772305497323487e+00,1.799366601885821865e+03
1.563000903453902080e+00,1.196259674822153229e+00,7.439234413329212300e-03,4.286927554186110989e-02,3.499496102243755047e+01,3.259869551269940757e+02,1.262250851890090786e+01
1.450697497403174108e+00,1.294092380452952717e+00,4.683048877158010881e-02,3.850444880648407064e-02,1.887195719900731206e+01,4.453767060387150423e+02,1.462247496785703760e+00
1.490175894175297389e+00,1.253267048253145388e+00,3.038244917559651363e-03,4.309576512165421910e-03,3.258486295864403814e+01,1.695537819109154043e+02,1.975212821109971344e+02
1.486182601045801910e+00,1.254269399763163317e+00,2.262020399701384190e-04,1.068751915209629685e-02,3.665262472169210639e+01,6.266447578879209459e+02,5.804432768108284790e+02
1.575076836473791264e+00,1.188624077872055151e+00,2.090024993768935246e-02,3.864876705624428754e-02,3.282758065252065194e+01,1.872846140062060627e+00,8.060054711547186344e+02
1.419145160745436174e+00,1.312787084492628153e+00,2.616319634564441554e-03,3.490722354140133460e-02,3.547584449353062297e+01,3.610486427789153936e+02,6.764495315046654866e+01
1.529502747751058100e+00,1.220278116643033872e+00,1.247993345961647543e-03,4.772699372743886836e-02,3.662873046227956308e+01,4.304319410436557405e+02,4.367635806850333893e+02
1.432682538950380779e+00,1.300296013889880475e+00,5.240033317715575914e-03,6.075421402931523336e-03,3.590943063169381588e+01,5.186977521895183827e+02,8.011348019622238326e+02
1.500341198144117261e+00,1.239461867284926910e+00,4.268008219627633659e-02,4.481633030942714507e-02,4.305326023547407033e+01,1.528132984013160183e+02,3.175505208104729036e+02
1.486437532034769138e+00,1.253597987284175153e+00,5.577973484537770109e-03,2.604216938556937894e-02,3.782299156938519502e+01,3.584730795963258174e+02,7.255061509610740131e+02
1.441533793684592002e+00,1.288738652310225108e+00,2.430159682464712659e-03,4.590699076517223975e-02,4.254990285535523498e+01,6.727164465866632099e+02,1.613273765376602853e+02
1.365017026013190193e+00,1.358903978260752154e+00,2.184100917656713395e-02,3.111549420183506651e-02,4.491376476746957280e+01,5.666347195179510976e+01,9.521984397370979423e+02
1.482145384506138530e+00,1.252518576878384859e+00,1.788196195447311343e-02,5.968399585114528977e-03,4.584580982889356449e+01,3.995539598583578140e+02,5.331189302390059765e+02
1.492872626266716241e+00,1.244765197689963188e+00,2.550340793020840300e-03,4.887067614778444619e-02,4.436814896692828825e+01,5.957880635314891151e+02,1.733553969344359871e+02
1.417393085038948009e+00,1.314332395617683558e+00,4.201984367581378804e-02,1.149414909541802282e-02,3.566168537019594709e+01,1.159618310728778170e+03,2.224097608293026695e+01
1.597015142308120694e+00,1.173094068631318043e+00,2.449638855554929842e-02,4.897052969466361011e-02,3.300331388479496297e+01,7.294918743583284026e+01,1.292978625754024733e+03
1.514369039299609865e+00,1.233454610511980798e+00,4.031293481639352388e-02,3.728581164202423269e-03,3.379846499966669171e+01,1.767979518605516205e+02,1.291743937979290649e+03
1.526311258382397895e+00,1.221782675321191558e+00,1.682259580467270269e-02,4.985463392423045322e-03,3.818429498612922401e+01,5.512655345068773727e+01,9.132805875415735954e+02
1.557282445527198744e+00,1.199373942053512332e+00,1.078272782883449299e-02,3.585492774064495680e-02,3.685616671556858392e+01,5.783565754969800565e+01,5.590126201613783223e+02
1.424597635184935207e+00,1.304204015907304504e+00,3.588821232233586206e-02,3.962381241025895486e-03,4.198023211895272766e+01,1.301250968430156718e+03,3.627463703262391732e+02
1.568393887163945344e+00,1.187030271283343374e+00,3.590309165694024335e-02,9.985784676291020734e-03,4.543482725786566334e+01,2.619740790935824748e+02,1.098253618557725076e+03
1.526231671421474312e+00,1.219146689741451572e+00,9.903901156887997062e-03,4.625164466751618270e-02,4.397427230047966873e+01,8.648661759597264336e+02,8.323823426372329095e+02
1.397176727781731298e+00,1.343011928592786619e+00,2.276359008169308654e-02,4.922613627310662779e-03,1.909645968434952579e+01,7.768891626893727107e+02,2.235799503956275203e+01
1.510329884724020300e+00,1.236738388662938837e+00,1.246019067949190491e-02,1.045096288417655950e-02,3.345643718357814578e+01,1.022824273972980933e+02,4.647786355521300834e+02
1.562233691593250429e+00,1.191256365714643994e+00,4.725571241705635132e-03,2.676759268730835237e-02,4.557976010079982387e+01,3.194451271907931869e+02,3.505038974465752517e+02
1.499785516533348684e+00,1.241809189498152444e+00,2.923635039897799423e-02,4.803598315117504208e-02,3.971510967539932579e+01,3.038849530513513173e+02,1.389602330192057025e+03
1.423101097125434311e+00,1.308670832043661303e+00,1.532331714574645433e-02,4.964776410986679323e-02,3.630686479997830673e+01,6.050623760967648934e+01,1.197611108157977469e+03
1.398280614628707674e+00,1.326073664059079782e+00,2.797164644810106772e-03,1.053964657989962632e-02,4.559574711085726051e+01,1.825607642216261866e+02,2.496350139719158392e+02
1.441080732348312132e+00,1.300646811255353308e+00,4.134762927179901158e-04,4.791075430941039298e-02,2.262118325594045487e+01,3.666038941471304611e+02,1.353957903044666637e+03
1.423738562441724920e+00,1.313158801954845911e+00,1.181729688725024173e-02,1.115171916426007173e-02,2.741956282320846938e+01,4.815367935250216078e+02,3.497497443634378556e+02
1.442996215472774901e+00,1.290778210566115192e+00,7.009562722563197857e-04,3.196174742430033661e-02,3.652614535227757386e+01,1.529165121405733316e+02,1.545001931712852468e+02
1.414001138996465068e+00,1.314082879550228622e+00,1.628990134974646342e-02,3.967599919865133495e-02,4.189509736645523930e+01,1.069952027730053487e+03,9.177096714601797203e+02
1.595061219821310106e+00,1.169513812298667910e+00,2.413468687075897082e-02,3.961710769517011108e-03,4.273450662135374500e+01,3.149069494290724265e+02,9.374398516730083202e+02
1.602641751441798101e+00,1.168280112790194947e+00,4.704390316355683971e-03,4.689520924966165960e-02,3.470351352495477926e+01,8.606371797555854641e+01,2.369054715872274812e+02
1.367187144157602674e+00,1.360929197312020111e+00,7.045669282787661407e-03,3.484317288733261575e-02,3.749223128460273102e+01,3.219239107733463925e+02,9.853050248800280997e+01
